candidate,window,cost,pair,open_date,close_date,is_short,stake_amount,leverage,open_rate,close_rate,profit_abs,profit_ratio,fee_open,fee_close,funding_fees,exit_reason,trade_duration,initial_stop_loss_ratio,is_open,entry_orders
btc-volatility-15m-1h-risk,early,base,BTC/USDT:USDT,2026-05-04 02:00:00+00:00,2026-05-04 10:24:00+00:00,False,2448.47543,1.0,79754.9,78159.9,-52.36008905,-0.021369813225432976,0.0007,0.0007,0.0,stop_loss,504,-0.02,False,1
btc-volatility-15m-1h-risk,early,base,BTC/USDT:USDT,2026-05-04 11:00:00+00:00,2026-05-04 14:55:00+00:00,True,2437.92348,1.0,78897.2,80475.1,-52.20433285,-0.021428441831585595,0.0007,0.0007,0.0,stop_loss,235,-0.02,False,1
btc-volatility-15m-1h-risk,early,base,BTC/USDT:USDT,2026-05-04 15:00:00+00:00,2026-05-06 15:00:00+00:00,False,2421.57492,1.0,80184.6,81479.2,35.67934727,0.014723636631305097,0.0007,0.0007,0.0,research_timeout_48h,2880,-0.02,False,1
btc-volatility-15m-1h-risk,early,base,BTC/USDT:USDT,2026-05-10 16:00:00+00:00,2026-05-10 21:00:00+00:00,False,2433.10054,1.0,81374.6,80696.2,-23.67630184,-0.009724111122010853,0.0007,0.0007,0.0,exit_signal,300,-0.02,False,1
btc-volatility-15m-1h-risk,early,base,BTC/USDT:USDT,2026-05-10 21:00:00+00:00,2026-05-10 23:00:00+00:00,True,2428.95562,1.0,80696.2,82015.9,-43.15131395,-0.017777822152518417,0.0007,0.0007,0.0,exit_signal,120,-0.02,False,1
btc-volatility-15m-1h-risk,early,base,BTC/USDT:USDT,2026-05-10 23:00:00+00:00,2026-05-12 13:59:00+00:00,False,2419.46905,1.0,82015.9,80375.6,-51.74223447,-0.021370821107147754,0.0007,0.0007,0.0,stop_loss,2339,-0.02,False,1
btc-volatility-15m-1h-risk,early,base,BTC/USDT:USDT,2026-05-13 16:00:00+00:00,2026-05-14 14:46:00+00:00,True,2403.40305,1.0,78800.1,80376.1,-51.46641187,-0.021428974883973856,0.0007,0.0007,0.0,stop_loss,1366,-0.02,False,1
btc-volatility-15m-1h-risk,early,base,BTC/USDT:USDT,2026-05-14 15:00:00+00:00,2026-05-15 13:39:00+00:00,False,2387.07215,1.0,80917.7,79299.4,-51.04833311,-0.021370373858623795,0.0007,0.0007,0.0,stop_loss,1359,-0.02,False,1
btc-volatility-15m-1h-risk,early,base,BTC/USDT:USDT,2026-05-15 14:00:00+00:00,2026-05-17 14:00:00+00:00,True,2377.0269,1.0,78709.5,78164.1,13.1547721,0.005538005014088641,0.0007,0.0007,0.0,research_timeout_48h,2880,-0.02,False,1
btc-volatility-15m-1h-risk,early,base,BTC/USDT:USDT,2026-05-18 00:00:00+00:00,2026-05-20 00:00:00+00:00,True,2384.382,1.0,77415.0,76799.9,15.62020676,0.006555639391672474,0.0007,0.0007,0.0,research_timeout_48h,2880,-0.02,False,1
btc-volatility-15m-1h-risk,early,base,BTC/USDT:USDT,2026-05-23 08:00:00+00:00,2026-05-23 20:10:00+00:00,True,2386.4416,1.0,74576.3,76067.8,-51.10242784,-0.021428651175548586,0.0007,0.0007,0.0,stop_loss,730,-0.02,False,1
btc-volatility-15m-1h-risk,early,base,BTC/USDT:USDT,2026-05-23 21:00:00+00:00,2026-05-25 21:00:00+00:00,False,2371.79297,1.0,77257.1,77248.0,-3.5996846,-0.0015166444242355715,0.0007,0.0007,0.0,research_timeout_48h,2880,-0.02,False,1
btc-volatility-15m-1h-risk,early,base,BTC/USDT:USDT,2026-05-26 11:00:00+00:00,2026-05-26 17:30:00+00:00,False,2368.36962,1.0,77397.7,75849.8,-50.64830145,-0.021370343552748534,0.0007,0.0007,0.0,stop_loss,390,-0.02,False,1
btc-volatility-15m-1h-risk,early,base,BTC/USDT:USDT,2026-05-28 04:00:00+00:00,2026-05-30 04:00:00+00:00,True,2357.9416,1.0,73228.0,73492.0,-11.8078688,-0.0050112098187964655,0.0007,0.0007,0.0,research_timeout_48h,2880,-0.02,False,1
btc-volatility-15m-1h-risk,early,base,BTC/USDT:USDT,2026-06-01 02:00:00+00:00,2026-06-03 02:00:00+00:00,True,2358.81744,1.0,73255.2,66881.9,202.06156977,0.0857222388301334,0.0007,0.0007,0.0,research_timeout_48h,2880,-0.02,False,1
btc-volatility-15m-1h-risk,early,base,BTC/USDT:USDT,2026-06-07 23:00:00+00:00,2026-06-09 14:29:00+00:00,False,2406.48858,1.0,62832.6,61576.0,-51.33270934,-0.021316037817596778,0.0007,0.0007,0.1304652277844377,stop_loss,2369,-0.02,False,1
btc-volatility-15m-1h-risk,early,base,BTC/USDT:USDT,2026-06-11 18:00:00+00:00,2026-06-13 18:00:00+00:00,False,2391.96912,1.0,63616.2,63942.1,9.04195484,0.0037774860149827733,0.0007,0.0007,0.14544929240919682,research_timeout_48h,2880,-0.02,False,1
btc-volatility-15m-1h-risk,early,base,BTC/USDT:USDT,2026-06-14 22:00:00+00:00,2026-06-16 22:00:00+00:00,False,2395.66223,1.0,65276.9,65748.0,14.61479264,0.006096255665136495,0.0007,0.0007,0.6914523230623676,research_timeout_48h,2880,-0.02,False,1
btc-volatility-15m-1h-risk,early,base,BTC/USDT:USDT,2026-06-17 20:00:00+00:00,2026-06-19 20:00:00+00:00,True,2397.57686,1.0,64278.2,63000.0,44.58091948,0.018607181578983254,0.0007,0.0007,0.22729328645068644,research_timeout_48h,2880,-0.02,False,1
btc-volatility-15m-1h-risk,early,base,BTC/USDT:USDT,2026-06-22 02:00:00+00:00,2026-06-23 06:06:00+00:00,False,2408.46473,1.0,64570.1,63278.7,-51.79253977,-0.02148933704864886,0.0007,0.0007,-0.28518759884005984,stop_loss,1686,-0.02,False,1
btc-volatility-15m-1h-risk,early,base,BTC/USDT:USDT,2026-06-24 14:00:00+00:00,2026-06-26 04:00:00+00:00,True,2396.83,1.0,61300.0,60010.1,46.84138718,0.019556747503737672,0.0007,0.0007,-0.2734453818832195,exit_signal,2280,-0.02,False,1
btc-volatility-15m-1h-risk,early,base,BTC/USDT:USDT,2026-06-26 04:00:00+00:00,2026-06-26 13:18:00+00:00,False,2412.40602,1.0,60010.1,58809.9,-51.61513405,-0.021380741178008283,0.0007,0.0007,-0.02349925202793698,stop_loss,558,-0.02,False,1
btc-volatility-15m-1h-risk,early,base,BTC/USDT:USDT,2026-06-30 13:00:00+00:00,2026-07-01 14:00:00+00:00,True,2399.18784,1.0,58374.4,59466.0,-47.95482215,-0.020001941173488056,0.0007,0.0007,0.3002061571244837,exit_signal,1500,-0.02,False,1
